-1.312748293390358922e-01,3.209932298479351021e-01,7.151893663724194772e-01,6.027633760716438749e-01,5.448831829968968643e-01,4.236547993389047084e-01,6.458941130666561170e-01,4.375872112626925103e-01,8.917730007820797722e-01,9.636627605010292807e-01,3.834415188257777052e-01,7.917250380826645895e-01,5.288949197529044799e-01,5.680445610939323098e-01,9.255966382926610336e-01,7.103605819788694209e-02,8.712929970154070780e-02,2.021839744032571939e-02,8.326198455479379978e-01,7.781567509498504842e-01,8.700121482468191614e-01,9.786183422327640047e-01,7.991585642167235992e-01,4.614793622529318462e-01,7.805291762864554617e-01,1.182744258689332195e-01,6.399210213275238202e-01,1.433532874090464038e-01,9.446689170495838894e-01,5.218483217500716753e-01,4.146619399905235870e-01,2.645556121046269693e-01,7.742336894342166653e-01,4.561503322165485486e-01,5.684339488686485087e-01,1.878980043635514185e-02,6.176354970758770602e-01,6.120957227224214092e-01,6.169339968747569181e-01,9.437480785146241669e-01,6.818202991034834071e-01,3.595079005737860101e-01,4.370319537993414549e-01,6.976311959272648577e-01,6.022547162926983333e-02,6.667667154456676792e-01,6.706378696181594101e-01,2.103825610738409013e-01,1.289262976548533057e-01,3.154283509241838646e-01,3.637107709426226076e-01,5.701967704178796392e-01,4.386015134623203471e-01,9.883738380592261841e-01,1.020448107480280697e-01,2.088767560948346924e-01,1.613095178849962563e-01,6.531083254653984316e-01,2.532916025397821125e-01,4.663107728563062881e-01,2.444255920016027428e-01,1.589695836455197187e-01,1.103751411643051350e-01,6.563295894652734219e-01,1.381829513486138028e-01,1.965823616800534968e-01
3.589640591551157556e-02,1.637946452197888147e-01,7.203244934421580981e-01,1.143748173448866368e-04,3.023325726318397688e-01,1.467558908171130438e-01,9.233859476879779926e-02,1.862602113776709034e-01,3.455607270430477440e-01,3.967674742306699365e-01,5.388167340033569452e-01,4.191945144032948045e-01,6.852195003967594955e-01,2.044522497315174325e-01,8.781174363909454161e-01,2.738759319792616331e-02,6.704675101784022262e-01,4.173048023671269702e-01,5.586898284457516572e-01,1.403869385952337678e-01,1.981014890848787902e-01,8.007445686755366721e-01,9.682615757193975270e-01,3.134241781592428389e-01,6.923226156693140787e-01,8.763891522960383096e-01,8.946066635038473214e-01,8.504421136977791118e-02,3.905478323288236187e-02,1.698304195645689019e-01,8.781425034294131349e-01,9.834683383305009574e-02,4.211076250050521663e-01,9.578895301505019333e-01,5.331652849730170729e-01,6.918771139504733547e-01,3.155156310060629465e-01,6.865009276815836614e-01,8.346256718973729116e-01,1.828827734419180562e-02,7.501443149449674719e-01,9.888610889064947118e-01,7.481656543798393955e-01,2.804439920644051787e-01,7.892793284514885155e-01,1.032260065776420266e-01,4.478935261759051656e-01,9.085955030930955578e-01,2.936141483736794955e-01,2.877753385863487390e-01,1.300285721182776744e-01,1.936695787029707461e-02,6.788355329398909621e-01,2.116281160000590411e-01,2.655466593722262125e-01,4.915731592803382899e-01,5.336254511708038439e-02,5.741176054920130722e-01,1.467285749058101496e-01,5.893055369032842439e-01,6.997583600209311694e-01,1.023344288278258407e-01,4.140559878195683163e-01,6.944001577277451043e-01,4.141792695269026492e-01,4.995345894608715920e-02
2.406687530036422107e-02,-1.433757188772410984e-01,2.592623182789133285e-02,5.496624778787091437e-01,4.353223926182768766e-01,4.203678020874890287e-01,3.303348210038741239e-01,2.046486340378425028e-01,6.192709663506636986e-01,2.996546736745231421e-01,2.668272751028666345e-01,6.211338327692949024e-01,5.291420942770390656e-01,1.345799453449335603e-01,5.135781212657464234e-01,1.844398656469152797e-01,7.853351478166734623e-01,8.539752926394887922e-01,4.942368373819278071e-01,8.465614853574680021e-01,7.964547700906099426e-02,5.052460901217039613e-01,6.528650438687810809e-02,4.281223275973894404e-01,9.653091566061255957e-02,1.271599717012774633e-01,5.967453089785957898e-01,2.260120006042358742e-01,1.069456843099829690e-01,2.203062070705597009e-01,3.498262850032992644e-01,4.677874845823002392e-01,2.017432262649653252e-01,6.404067252149148182e-01,4.830698355517516474e-01,5.052367200185491347e-01,3.868926511185593053e-01,7.936374544415770727e-01,5.800041788778066421e-01,1.622985985023138733e-01,7.007523466071562401e-01,9.645510800892551639e-01,5.000083611702167419e-01,8.895200639461449121e-01,3.416136526711096577e-01,5.671441276277092713e-01,4.275459632961100542e-01,4.367472630267990041e-01,7.765591849971003047e-01,5.356041734976563218e-01,9.537422269448666556e-01,5.442081601481021380e-01,8.209492227502479533e-02,3.663424016750204126e-01,8.508505040045016843e-01,4.062750430479508124e-01,2.720236589484958944e-02,2.471772389973533324e-01,6.714437073695467273e-02,9.938520114212728851e-01,9.705803133771735425e-01,8.002583511325868093e-01,6.018171214054673923e-01,7.649598604516815170e-01,1.692254465841779298e-01,2.930232318194397889e-01
-5.485495073646795561e-02,-4.384710691700607343e-01,7.081478226181048274e-01,2.909047389129443273e-01,5.108276051976630150e-01,8.929469543476546978e-01,8.962930889334380646e-01,1.255853104638362527e-01,2.072428781381867591e-01,5.146720330082987793e-02,4.408098436506364681e-01,2.987621087856695556e-02,4.568332243947110793e-01,6.491440476147607441e-01,2.784872826479752872e-01,6.762549019801312733e-01,5.908628174163508273e-01,2.398188237716536442e-02,5.588540879908819869e-01,2.592524469074654059e-01,4.151011970100696447e-01,2.835250817713187432e-01,6.931379183129963151e-01,4.404537176707394863e-01,1.568677384749632697e-01,5.446490180318447338e-01,7.803147645113670539e-01,3.063635323761797480e-01,2.219578839321814101e-01,3.879712575556487630e-01,9.363836498604304337e-01,9.759954224729338046e-01,6.723836759128136720e-01,9.028341085383980724e-01,8.457508712931792738e-01,3.779940413288891410e-01,9.221700887172423755e-02,6.534109025235361745e-01,5.578407623884509281e-01,3.615647630625781206e-01,2.250545048398319148e-01,4.065199163762486245e-01,4.689402486991690600e-01,2.692355782510612583e-01,2.917927742254325940e-01,4.576863993229779437e-01,8.605339129469264936e-01,5.862529044678214118e-01,2.834878624322098029e-01,2.779775066236013226e-01,4.546220755219467780e-01,2.054103446049875270e-01,2.013787110430731442e-01,5.140350598174419083e-01,8.722936878080467249e-02,4.835855323515865223e-01,3.621762123878333739e-01,7.076866218156711019e-01,7.467462231020045582e-01,6.910929218557643194e-01,6.891804137549141229e-01,3.736001241489282920e-01,6.681348047352675401e-01,3.398486639568178980e-01,5.727938698688750385e-01,3.258071580648744803e-01
3.610143117530719703e-01,9.568811706833446618e-02,5.472322491757223295e-01,9.726843599648843375e-01,7.148159936743646581e-01,6.977288245972708136e-01,2.160894955803763784e-01,9.762744547762417513e-01,6.230255204589862927e-03,2.529823623834439594e-01,4.347915324044457908e-01,7.793829217937524589e-01,1.976850746002530856e-01,8.629932355992222526e-01,9.834006771753127651e-01,1.638422414046987186e-01,5.973339439328592126e-01,8.986097667554981960e-03,3.865712826436293881e-01,4.416005793149957448e-02,9.566529677142359134e-01,4.361466468797976503e-01,9.489773067815627794e-01,7.863059859350609582e-01,8.662892985816984526e-01,1.731654214959481575e-01,7.494858701310702642e-02,6.007427213777692954e-01,1.679721837184038336e-01,7.333801675105698914e-01,4.084438601520147261e-01,5.279088234179203365e-01,9.375715839509419780e-01,5.216961224449579992e-01,1.081933828872306824e-01,1.582234071847994361e-01,5.452026517032128039e-01,5.244040800684733883e-01,6.376102441259936526e-01,4.014954435902728935e-01,6.498051090193422974e-01,3.969000029017326625e-01,6.239161135482230724e-01,7.674049670901238462e-01,1.789739100411308348e-01,3.755757685875423801e-01,5.025330593269343726e-01,6.866670799163457906e-01,2.536796486613831503e-01,5.547408629425585325e-01,6.249308440640977125e-01,8.955011660561460474e-01,3.628535884331264283e-01,6.375570730187366530e-01,1.914464021189633547e-01,4.977941146173057163e-01,1.824454045712068373e-01,9.183830391397627135e-01,4.318220713412276313e-01,8.301881020983462589e-01,4.167763046783625747e-01,9.046675887433669461e-01,4.048252173109060381e-01,3.311745030911227294e-01,5.721387702727486202e-01,8.454436490941132920e-01
-4.057972678226773322e-01,-1.389515815361909157e-01,8.707323061773764028e-01,2.067191553394264192e-01,9.186109079379215503e-01,4.884111887948291431e-01,6.117438629026457075e-01,7.659078564803155631e-01,5.184179878729432422e-01,2.968005015762219534e-01,1.877212286612516268e-01,8.074126876487486282e-02,7.384402961989700032e-01,4.413092228959530905e-01,1.583098677126512088e-01,8.799370312012788631e-01,2.740864619922246392e-01,4.142350190810513144e-01,2.960799327336479658e-01,6.287879088794833260e-01,5.798378101895450554e-01,5.999291966249875596e-01,2.658191175355072433e-01,2.846858806413637977e-01,2.535882057737874895e-01,3.275639476887340917e-01,1.441643006534204519e-01,1.656128612012676138e-01,9.639305290679418547e-01,9.602267152856938104e-01,1.884146555959351765e-01,2.430656162948696686e-02,2.045555463799506590e-01,6.998436141265574895e-01,7.795145855555297709e-01,2.293309243908148165e-02,5.776628581297560405e-01,1.642172716045275926e-03,5.154726119053935074e-01,6.397951761308571239e-01,9.856244028041888372e-01,2.590975964111057461e-01,8.024968852628702187e-01,8.704830870014831357e-01,9.227496139456698998e-01,2.214212532443582404e-03,4.694883717575772941e-01,9.814687376060104995e-01,3.989448039028504756e-01,8.137324775869181348e-01,5.464564979724777505e-01,7.708540871402245198e-01,4.849310749884579996e-01,2.911156367271772183e-02,8.652568840220509205e-02,1.114538123780233203e-01,2.512451116905476400e-01,9.649152925263649871e-01,6.317660527377454427e-01,8.166602026153618743e-01,5.660819960927563343e-01,6.353562055818930965e-01,8.119023911804106319e-01,9.266826152438742970e-01,9.126267637037831504e-01,8.248107204385254354e-01
-2.389112672665583137e-02,-9.584334532727190048e-02,3.319798053011772110e-01,8.212291230578318002e-01,4.169662572524990285e-02,1.076566799359679472e-01,5.950520642062402388e-01,5.298173621928216059e-01,4.188074285566543153e-01,3.354078492733292283e-01,6.225194321960901833e-01,4.381414261088740769e-01,7.358821063486902236e-01,5.180364119992687533e-01,5.788586002261570940e-01,6.453550958955938111e-01,9.902242713734163981e-01,8.198581969218413645e-01,4.132009348161808093e-01,8.762676552066274160e-01,8.237594325705213105e-01,5.447450782235463418e-02,7.186372365641943150e-01,8.021705624244753752e-01,7.364066438114389435e-01,7.091317507811673027e-01,5.409368543025281362e-01,1.248241743806097759e-01,9.576472954696684248e-01,4.032562987349198602e-01,2.169511603235600994e-01,7.172758464533194322e-01,9.942074384219375949e-01,2.556140556008350551e-01,6.713094319392803877e-01,5.990059131391165526e-01,7.173321455555130566e-01,9.373495346449045584e-01,3.518097685397020280e-01,2.536340974713959806e-01,4.024725090367730074e-01,7.465107171849849621e-01,7.240705674116882928e-01,4.061077960583893143e-01,9.893798482800023608e-01,4.504992807451659864e-01,3.738084341003529154e-01,7.096286061692020919e-01,8.245855331170848235e-02,3.983729188112832276e-01,7.708809663078797225e-01,7.647509835004671075e-01,2.838593835576973534e-01,1.895421903703805588e-01,4.712509647353150255e-01,3.348060445026235232e-01,7.347350437136509482e-01,1.891071155348643673e-01,3.311040741210876659e-01,8.442284208225688813e-01,6.150240343223760675e-01,8.852640797373716453e-01,9.765530204076779963e-01,8.369085929071825580e-01,1.808246260859392995e-01,6.184105084545883368e-01
-2.648795927425356966e-01,4.649709995361268611e-01,7.799187922401146222e-01,4.384092314408934987e-01,7.234651778309412196e-01,9.779895119966026673e-01,5.384958704104336746e-01,5.011204636599378981e-01,7.205113335976154332e-02,2.684389801018711719e-01,4.998825008255599611e-01,6.792299961209404824e-01,8.037390361043754705e-01,3.809411331485383911e-01,6.593634690590510772e-02,2.881455993079935496e-01,9.095935277196136592e-01,2.133853535799155043e-01,4.521239618176831065e-01,9.312060196890217245e-01,2.489922755034801316e-02,6.005489174641225336e-01,9.501295004136456335e-01,2.303028790209648013e-01,5.484899192360304099e-01,9.091283748867312609e-01,1.331694457592501601e-01,5.234125806737658371e-01,7.504098591020348374e-01,6.690132408839137845e-01,4.677528597449807091e-01,2.048490902977950778e-01,4.907658890910704397e-01,3.723846893850589757e-01,4.774011548515884051e-01,3.658903857805929638e-01,8.379179943092606164e-01,7.686475065195093048e-01,3.139946772126621655e-01,5.726253326439539881e-01,2.760490483306951015e-01,4.528429325464004007e-01,3.529783659443946897e-01,6.573994627797582480e-01,3.703510829880352073e-01,4.590929778914314419e-01,7.193241225090415414e-01,4.129918291138345854e-01,9.064232691643386852e-01,1.804516192026816013e-01,7.411188729132642816e-01,4.223740436431403511e-01,4.264535726849423281e-01,6.343798686338387727e-01,5.229062010283452855e-01,4.148859784394431927e-01,1.426880562758192639e-03,9.226234584675208072e-02,7.093943937252127352e-01,5.243455967651972083e-01,6.961604635169689193e-01,9.554683230029259455e-01,6.829138543754175172e-01,5.312869067295755698e-02,3.088526848637971334e-01,5.925946873233729484e-01
-4.321035964346308100e-01,-6.518377161641120132e-02,9.685406628209319857e-01,8.691945402139199528e-01,5.308556915555989741e-01,2.327283279772907054e-01,1.139880427742989699e-02,4.304688182924905071e-01,4.023513600373648247e-01,5.226746713525696197e-01,4.783917958024024308e-01,5.553564738223304431e-01,5.433860175425403449e-01,7.608955756029289752e-01,7.123745740820912609e-01,6.196820961034396058e-01,4.260917704761921776e-01,2.890750280180877096e-01,9.738552412004461978e-01,3.337740455106703585e-01,2.188010608198279749e-01,6.580838778721143090e-02,9.828705465534337549e-01,1.278557129250318392e-01,3.221307932041793665e-01,7.094284475019874137e-02,2.247699389680454241e-01,3.936349149436049188e-01,8.961450048806351987e-01,3.454616119978670685e-01,9.847494372852713118e-01,2.873204896329539793e-02,3.516847362701200908e-01,3.809588892038530128e-01,7.641601313659600603e-01,9.388039133107717316e-01,3.196897964670276648e-01,4.324759327904158512e-01,2.701457415914653160e-01,8.010558863263944618e-01,6.382388061231213383e-01,6.869013345815722094e-02,6.036444763691112270e-01,7.955745584289766192e-01,3.200815642579679654e-02,4.554478221059330423e-01,7.901725413382856278e-01,9.885965181137292834e-01,5.839645435009667152e-01,3.891229764232184696e-02,4.464229075179025896e-01,1.881725152933142464e-01,6.270556468552483942e-01,2.153177994727462075e-01,1.509701076574964107e-01,5.361443066795744672e-01,1.003867942245493250e-01,7.311584319806627708e-01,9.396510394411747846e-01,9.433181844632018143e-01,3.747385050177761689e-01,5.957502458740258078e-01,6.619827122744676995e-01,5.105804552532703378e-01,4.708925816438495060e-01,8.872285585150851972e-03
-4.771330500303231359e-01,-1.248772375042260796e-01,5.018745921487387518e-01,4.957732931341460869e-01,1.338295289592765780e-01,1.421110854545385438e-01,2.185586756260782249e-01,4.185081805104524655e-01,2.481011684135591144e-01,8.405965116535007997e-02,3.454986400504000965e-01,1.667763465323214289e-01,8.785590855326590454e-01,9.509640316267164994e-01,3.874837583231982574e-02,6.991073913987609911e-01,5.727598155694092474e-01,8.980071182251495587e-01,6.668989729196366234e-01,5.478377830464815634e-01,7.024274240680552506e-01,3.864771696146653834e-01,6.944386777644582232e-01,8.248704645005481284e-01,4.656684753672658550e-01,9.405244095266560578e-01,8.037397700123177779e-01,9.833592482243325161e-01,1.696362575837671027e-01,5.210847114597972896e-01,9.455174169762406988e-01,6.495404631604762002e-01,8.608319232256966824e-01,9.708460120902251411e-01,1.855416869344607145e-01,2.431156753134084969e-01,8.734008431011247575e-01,9.062772769235076797e-01,7.582779867966488174e-01,3.469019537755196891e-01,4.635347139840575448e-01,6.105377408481293955e-01,4.962817176711870060e-01,4.779740135383468980e-01,4.355554647663457679e-01,8.704082964265310585e-01,1.873586470614215793e-01,6.876740931926751399e-01,7.035291738013881302e-01,9.252000772711074239e-01,3.945481767426706199e-02,6.471167135451113550e-01,6.380539847173849477e-01,4.616976624706969901e-01,5.305942448539302525e-02,3.857092316235832818e-02,1.695314142078768738e-01,7.945478869785393972e-01,1.626060465600808191e-01,1.387386997795518884e-01,3.529169532326819070e-01,4.844984551528020988e-01,6.977363851237775583e-01,8.011564316956859555e-01,2.667743770719412932e-01,9.094762092582502344e-01
